School,SchoolID,first_name,last_name,gender,OEN,Student Grade Level,Enrollment Status,Reporting Period,Resp,Ind Work,Init,Org,Coll,Self Regulation,Read,Write,Oral Comm,Media Lit,Listen French ,Speak French ,Read French ,Write French,Num Sense Numeration,Meas,Geom and Spatial,Patt and Alg,Data Mgt,Science and Tech,Hist,Geog,Soc Studies,Health,Phys Ed,Dance,Drama,Music,Vis Arts
Northfield Community School,8846,Katti,Hartshorn,Female,878672838,7,0,R1,E,E,E,E,E,E,82,82,80,82,82,78,82,78,78,82,,84,84,75,,,,75,92,75,78,,84
Northfield Community School,8846,Stavros,Germain,Male,159052838,5,0,R1,G,G,G,G,G,G,B,B-,B,B,A-,B+,B+,,B-,B-,B-,B-,,B,,,B+,B+,B,B-,B-,,
Northfield Community School,8846,Son,Stiff,Male,231776010,8,0,R1,E,E,E,E,E,E,88,88,82,88,78,80,78,74,88,81,,75,78,82,,,,72,82,85,,90,85
Northfield Community School,8846,Essa,Renackowna,Female,697549357,6,0,R1,G,G,G,G,G,G,B-,B-,B,B,B,B,B-,B-,B,B,,B,C,C-,,,B-,B,A,B-,B,,B
Northfield Community School,8846,Jacinda,Brockington,Female,274636363,8,0,R1,G,G,G,E,E,G,82,85,72,88,80,80,84,85,95,81,,78,82,85,,,,85,78,75,,75,82
Northfield Community School,8846,Catharine,Labroue,Female,728392087,4,0,R1,G,G,G,G,G,S,C+,C+,B-,B,B,B+,,,C,,C+,B,C,C+,,,B-,C,B,,B-,B+,C+
Northfield Community School,8846,Lannie,Baise,Male,226070060,6,0,R1,S,G,S,S,G,G,B-,C+,B-,C,B,B-,B-,C+,A-,A-,,C,B,B-,,,B,C,B,B-,B,,B+
Northfield Community School,8846,Elnar,Mackleden,Male,171333638,3,0,R1,G,G,G,G,E,G,B,B,A-,A,,,,,A,,B-,A,A,B-,,,B,B,B+,,B+,A,A-
Northfield Community School,8846,Paulie,Leynagh,Female,243897180,6,0,R1,G,S,G,N,S,S,D,D,C,C,B-,C,C+,C,R,C-,,D,C-,B-,,,C,B-,B+,B+,B,,C
Northfield Community School,8846,Emiline,Jirka,Female,322287560,8,0,R1,G,S,G,G,S,S,65,68,68,70,72,74,52,70,70,72,,62,62,72,,,,78,82,70,,60,70
Northfield Community School,8846,Diandra,Dohrmann,Female,413350735,7,0,R1,E,E,E,G,E,E,81,85,95,82,80,88,90,84,97,85,,99,100,72,,,,78,79,80,,90,80
Northfield Community School,8846,Jillane,Abbotson,Female,577041907,4,0,R1,G,G,E,E,G,G,A-,B+,B+,A-,B,B,,,C,C,B,C,B-,B,,,B,B,A+,B,,A,B
Northfield Community School,8846,Renaldo,Resun,Male,819139062,3,0,R1,N,N,N,N,N,S,B,C-,B-,C+,,,,,B-,C-,,B,B+,D-,,,D-,B,B-,C,B,,B
Northfield Community School,8846,Benedetta,Thomson,Female,567193682,5,0,R1,G,G,G,G,G,G,B+,B+,B,A-,B+,A,B+,,A,A-,A+,A,B+,A-,,,A-,A,B,B,,A,B
Northfield Community School,8846,Parnell,Broome,Male,897424695,3,0,R1,S,N,S,G,G,S,B+,C-,B+,B,,,,,D+,D+,,D+,C+,B+,,,B,B,B,A,B+,,B-
Northfield Community School,8846,Shanon,Gawthrop,Female,729717290,3,0,R1,S,S,S,G,G,S,C+,C,B-,B,,,,,B-,,C+,B+,B,C+,,,C,B,B-,,B-,C+,B-
Northfield Community School,8846,Levin,Antonijevic,Male,290258406,4,0,R1,S,G,S,S,S,N,D-,D-,C,I,,,,,D,D,I,,C+,C+,,,I,I,B,,I,,I
Northfield Community School,8846,Allyn,Masdon,Male,852262083,5,0,R1,G,G,S,S,G,S,B-,B-,B-,B,A-,A,B+,,A-,B,B-,B+,,B-,,,B+,B,B,B+,B,,
Northfield Community School,8846,Sibel,Grishelyov,Female,848414623,7,0,R1,G,G,G,S,G,G,70,74,74,68,78,85,65,78,86,77,,90,85,66,,,,70,94,76,,75,70
Northfield Community School,8846,Mayer,Ronchi,Male,485388476,6,0,R1,S,N,N,S,N,N,B-,C-,C,B-,B-,C+,B-,C+,C-,D,,D,B-,C+,,,C+,B-,B,B,C,,B-
Northfield Community School,8846,Niven,Bohey,Male,456637393,7,0,R1,G,G,G,G,G,G,78,78,78,82,78,78,78,78,72,78,,82,76,75,,,,75,75,75,78,,82
Northfield Community School,8846,Marchall,Torn,Male,942613828,8,0,R1,S,S,S,S,S,S,60,62,60,65,60,60,50,60,62,65,,60,68,75,,,,75,75,70,,60,70
Northfield Community School,8846,Lazare,Ferraron,Male,612586506,6,0,R1,G,G,S,S,G,G,B-,C,B,B-,I,I,I,I,A-,B+,,B+,B,B,,,C-,C-,C,I,B-,,B-
Northfield Community School,8846,Townie,Creebo,Male,976382120,4,0,R1,E,G,G,S,G,G,C+,B,B,B,B-,B,,,A-,,A-,A,B,C+,,,B+,B-,B-,,B,A,B
Northfield Community School,8846,Chiquia,Saunderson,Female,266837214,2,0,R1,,,,,,,,,,,,,,,,,,,,,,,,B,,B,,,
Northfield Community School,8846,Mathilde,Blyden,Female,444738030,5,0,R1,S,N,S,S,S,N,C-,D+,C+,I,,,,,C-,D,I,,D,B-,,,I,C,B,,C,,C
Northfield Community School,8846,Allx,Crosscombe,Female,524621369,8,0,R1,S,G,S,G,G,S,90,88,78,75,78,75,78,74,82,60,,75,78,85,,,,55,70,75,,68,68
Northfield Community School,8846,Kristoffer,Trouel,Male,856376416,4,0,R1,G,G,G,G,G,G,B+,B,B,B+,B+,B+,,,C,C+,B+,C,B,B,,,B,B,A-,B,,B,B
Northfield Community School,8846,Ewart,Attew,Male,956118289,7,0,R1,G,G,E,S,G,G,68,72,92,80,76,75,76,75,81,75,,88,85,70,,,,75,77,78,,90,92
Northfield Community School,8846,Simon,Aikin,Male,719493068,1,0,R1,G,G,G,G,G,G,A,B+,B,B,,,,,A,A,,A,A,B,,,B,B,B,B,,B,B
Northfield Community School,8846,Valene,Haton,Female,637603980,3,0,R1,G,G,G,G,G,G,B-,B,B,B,,,,,A,A+,,A,A+,B+,,,B,B,B,B,B,,A-
Northfield Community School,8846,Virgie,Luis,Male,864430618,6,0,R1,S,S,S,N,G,N,B,D,B,B,B-,C+,B-,C+,C-,C-,,C-,C-,C,,,C+,B-,B,B-,B,,B-
Northfield Community School,8846,Marv,Broadberry,Male,469644782,5,0,R1,S,S,S,S,S,S,C,C,C,C,D+,D+,C,,C,C,C,C,B,A,,,B,B,B,C-,,C,B
Northfield Community School,8846,Christean,Donisthorpe,Female,747194614,5,0,R1,S,G,G,G,S,S,B+,B-,B-,I,,C+,,B-,B+,A-,I,,B+,B+,,,I,I,B,,I,,I
Northfield Community School,8846,Delaney,Besant,Male,129766094,4,0,R1,E,E,E,E,E,E,A,A,A-,A,B+,B+,,,A,A,A+,A,A,A+,,,A,A,A,B,,A,B+
Northfield Community School,8846,Maury,Flann,Male,918515880,6,0,R1,G,S,G,G,G,G,C+,C+,B-,B-,B+,A,A-,B+,B+,B,,B+,B+,C,,,B,B,B,,B,B+,B-
Northfield Community School,8846,Lynelle,Murty,Female,752114777,5,0,R1,G,G,G,G,G,G,B-,C+,C-,C,A,A,A,,B+,C-,,B-,B,B-,,,B,B,B,,A,A,B
Northfield Community School,8846,Marvin,Rapps,Male,561440420,1,0,R1,G,G,G,G,G,G,B,B,B,B,,,,,A-,,B+,C+,B,B-,,,B+,A-,B+,B,B,,C+
Northfield Community School,8846,Ettie,Kealey,Female,683577272,5,0,R1,E,E,E,E,E,G,B,B,B+,A-,A,B+,A+,,A,A,,B+,A,A-,,,A,A,B+,,A,A,A
Hazelcrest PS,2390,Maurice,D'Onise,Male,846516072,6,0,R1,E,G,E,G,G,G,B,B-,B-,B,B+,A,A-,B+,A,A-,,A,A-,B-,,,B+,B,B,,B,A,B
Hazelcrest PS,2390,Binny,Kemwall,Female,463437115,1,0,R1,G,S,S,G,G,G,C,C+,B+,B,,,,,C,B+,B,C+,B+,A,,,B+,A+,A-,A+,A,,B+
Hazelcrest PS,2390,Gasper,Dulieu,Male,559020512,5,0,R1,E,E,E,E,E,E,A-,A,B,A,A+,A+,A,,A,B+,,A,B+,A-,,,A-,A,A-,,A,A,A
Hazelcrest PS,2390,Ruttger,Gilliat,Male,501975977,3,0,R1,G,G,N,G,N,N,A,C,C,B,,,,,B,C+,,A,B+,B-,,,B,B,B+,D-,,B-,B-
Hazelcrest PS,2390,Kristen,Costell,Female,772986025,3,0,R1,N,N,N,N,N,N,R,R,D,C-,,,,,C-,C-,,C-,C-,D,,,C-,B-,B,B,B-,,C
Hazelcrest PS,2390,Jameson,Erridge,Male,253494028,4,0,R1,G,E,S,G,G,G,A,B,C+,A,B+,A-,,,B,A,,B,A-,B,,,A-,A,B,A+,,A,B
Hazelcrest PS,2390,Marcelle,Pinock,Female,744443234,6,0,R1,G,E,E,G,G,G,B,B-,B+,B+,B+,A,A-,A-,B+,B-,,B+,A-,B+,,,A-,B+,B,,B,B,B+
Hazelcrest PS,2390,Franni,Kretschmer,Female,915542364,7,0,R1,E,E,E,E,E,E,93,89,90,92,95,85,98,93,98,89,,90,100,90,,,,90,94,,93,90,93
Hazelcrest PS,2390,Agosto,Glassman,Male,779901594,7,0,R1,G,G,S,S,G,S,68,62,81,78,85,78,63,68,51,67,,52,52,60,,,,78,84,,68,60,78
Hazelcrest PS,2390,Hebert,Putley,Male,902793008,5,0,R1,G,G,G,G,G,G,B+,B,B-,B+,A-,A,A,,B+,B-,,A,B-,B,,,B,B,B-,,B,A-,B+
Hazelcrest PS,2390,Ranee,Mighele,Female,622540752,3,0,R1,G,G,S,G,S,S,C-,C,C+,B,,,,,C+,C-,,C+,B,B+,,,B,B+,B,A+,,A,C
Hazelcrest PS,2390,Kare,Chestney,Female,720959087,2,0,R1,G,G,G,G,S,G,C,C,B+,B+,,,,,B+,B+,A-,A-,A-,A,,,B+,A+,A,A+,A,,A
Hazelcrest PS,2390,Beau,Riccardelli,Male,259763352,1,0,R1,S,N,S,S,S,S,D,D+,B,B-,,,,,C+,,C+,C+,C,C,,,B-,B,B+,B-,B+,,C
Hazelcrest PS,2390,Gilbert,Scarman,Male,568374701,2,0,R1,E,G,E,E,S,G,B,B+,B-,B+,,,,,B,B,,C,B,A,,,A-,A,B,I,D+,,B+
Hazelcrest PS,2390,Nertie,Levee,Female,353114138,4,0,R1,E,E,S,G,G,G,B+,B+,C+,B,B,B+,,,B,B-,,B-,B+,C,,,A-,A,B,D-,,C,B
Hazelcrest PS,2390,Ingar,Filyukov,Male,284966031,7,0,R1,E,E,E,E,E,E,93,93,93,94,95,88,98,93,92,87,,88,93,93,,,,90,94,,93,90,92
Hazelcrest PS,2390,Carrissa,Crickmoor,Female,865384786,6,0,R1,S,N,S,N,S,S,C+,C,B-,C+,B,B,C+,B-,B-,C+,,,,D+,,,B-,C+,B-,,B-,B+,C
Hazelcrest PS,2390,Fernande,Bantick,Female,241450210,1,0,R1,S,S,S,S,N,N,B,B-,A-,B+,,,,,A-,A,A,B+,A-,A,,,B,A-,B-,A-,B,,C+
Hazelcrest PS,2390,Bary,Keher,Male,476425194,7,0,R1,S,G,S,G,S,S,70,66,66,74,83,75,83,75,77,71,,76,65,77,,,,82,74,,83,64,80
Hazelcrest PS,2390,Ashby,Maddrah,Male,257872761,2,0,R1,N,N,N,N,N,N,R,R,D,C,,,,,C,C+,D,C-,C-,C-,,,C,C,D,A,D,,D
Hazelcrest PS,2390,Evaleen,Kensley,Female,499395176,4,0,R1,G,G,G,G,G,G,C,B-,B,C,A,B-,,,B,B+,,B+,B,B+,,,B+,C,B,,B,B-,B-
Hazelcrest PS,2390,Philippe,MacAirt,Female,863445867,8,0,R1,E,E,G,E,E,E,89,87,88,86,95,93,98,90,80,86,,87,88,84,,,,88,89,,82,88,87
Hazelcrest PS,2390,Zaccaria,Glasson,Male,618338678,4,0,R1,G,E,S,E,G,S,B+,B,B+,B,B,B+,,,B,B+,,B+,B+,B,,,A-,A-,B+,B,,B,B
Hazelcrest PS,2390,Stinky,Bahls,Male,889840340,3,0,R1,S,S,S,G,S,S,B,C,C-,C,,,,,B-,B,,C,C-,B,,,B,B+,B-,B+,B-,,C-
Hazelcrest PS,2390,Donovan,Killen,Male,617019686,2,0,R1,S,N,S,S,N,N,B-,D,C,B-,,,,,D,C-,,D,C,C+,,,C-,B-,D,C,C-,,C
Hazelcrest PS,2390,Blake,Jankiewicz,Male,886281247,3,0,R1,G,G,S,G,G,G,C+,C+,C,B,,,,,B-,C,,C+,B,B-,,,B,A-,B+,B+,B-,,B+
Hazelcrest PS,2390,Modesta,Pucknell,Female,585201840,3,0,R1,G,S,S,G,G,S,C,C,C,B,,,,,B,D,,C-,B,C+,,,B,B,B,B,B,,B+
Hazelcrest PS,2390,Maribel,Stripp,Female,381749989,6,0,R1,G,S,S,G,G,S,B-,B-,C,B+,B,B,C+,B,B-,C,,B+,B-,C-,,,B-,B,B-,,B-,D-,B+
Hazelcrest PS,2390,Amble,Poxson,Male,490529448,4,0,R1,N,S,N,S,N,N,A,C+,A,C-,C+,B,,,C-,B-,,C,B-,B,,,C,B-,C+,I,,C,C-
Hazelcrest PS,2390,Igor,Schruyer,Male,803530200,2,0,R1,S,G,S,G,S,S,B+,C,B,B,,,,,A,B,,A-,B,B,,,A-,B,B,A-,B,,C+
Hazelcrest PS,2390,Karie,Shewen,Female,520601500,2,0,R1,G,S,G,G,G,G,D+,C,B-,B-,,,,,C-,B,,C-,C-,B-,,,C,B,A,B+,A,,C
Hazelcrest PS,2390,Germana,Wraighte,Female,378339561,4,0,R1,G,G,N,G,S,G,C+,C,C,C,B-,B,,,B-,B-,,B,C+,B-,,,C,B,B+,C,,C,C
Hazelcrest PS,2390,Fransisco,Beernaert,Male,325340586,5,0,R1,G,G,G,G,G,S,C-,C,B-,B-,B+,B+,B+,,B,C-,,C-,C+,D,,,B-,B,B+,,C,B-,B
Hazelcrest PS,2390,Rudiger,Comettoi,Male,505321100,8,0,R1,G,G,S,S,G,G,77,70,76,74,85,78,93,88,68,70,,78,80,71,,,,73,80,,75,70,85
Hazelcrest PS,2390,Bonny,Somner,Female,244447419,1,0,R1,S,N,S,S,S,S,R,D-,C-,B-,,,,,D,,C+,C-,D-,C-,,,C,B,B,B,B,,B
Hazelcrest PS,2390,Kylie,Matus,Male,184475995,8,0,R1,E,E,G,E,G,E,83,82,88,85,73,75,88,83,70,86,,78,74,78,,,,88,77,,77,90,95
Hazelcrest PS,2390,Wallie,Edmeads,Male,788687673,8,0,R1,G,G,G,S,G,G,81,77,81,80,83,78,75,78,75,85,,82,80,70,,,,81,94,,77,71,90
Hazelcrest PS,2390,Karlene,Simkin,Female,227443364,4,0,R1,G,G,G,G,G,G,B-,B,B+,B,A,A,,,B,B,,C,B,B+,,,B+,A,A,,A,B+,A-
Hazelcrest PS,2390,Sonny,Croneen,Male,999292990,2,0,R1,G,G,G,G,G,S,A,A-,A,A-,,,,,A,A,A-,A-,A,A,,,A,A,A,B+,A,,A
Hazelcrest PS,2390,Traver,Hannen,Male,194607797,6,0,R1,G,G,G,S,G,G,B,B,B,B,B,B-,A+,B,A-,B,,A-,B,B,,,B+,B,B,,A,A-,B-
Hazelcrest PS,2390,Kordula,Izzett,Female,845192627,8,0,R1,E,G,G,E,G,G,88,89,86,85,88,93,95,95,86,98,,96,92,90,,,,85,80,,83,66,87
Hazelcrest PS,2390,Kimbell,Scad,Male,418328845,3,0,R1,G,E,E,E,E,E,A,A,A,A,,,,,A,A,,A,A,I,,,B+,A-,A-,A,A-,,A
Hazelcrest PS,2390,Bobby,Klimas,Male,921339536,8,0,R1,N,N,N,S,S,N,60,I,60,52,60,63,75,58,64,64,,62,62,I,,,,65,70,,72,I,I
Hazelcrest PS,2390,Dex,Di Batista,Male,840469074,2,0,R1,N,S,N,S,S,N,B+,D,D,B,,,,,D,C+,C,C-,B,B-,,,C,B,D,D,D,,C
Hazelcrest PS,2390,Claiborn,Annakin,Male,320222918,5,0,R1,N,N,S,S,S,S,B-,C,C-,C,A+,B+,A,,C+,D-,,B,B-,A-,,,B-,B-,B-,,D,C,B-
Hazelcrest PS,2390,Tallou,Tomala,Female,352188209,8,0,R1,S,S,S,S,G,S,62,61,71,75,75,65,55,65,64,73,,75,75,57,,,,74,77,,72,74,77
Hazelcrest PS,2390,Karin,Rosenzveig,Female,665126056,8,0,R1,G,G,G,S,G,G,70,68,80,77,75,73,68,73,65,71,,68,72,61,,,,76,81,,80,70,80
Hazelcrest PS,2390,Mathe,Chestnutt,Male,649749077,7,0,R1,E,E,G,G,G,G,75,75,80,88,73,73,65,65,77,70,,64,78,70,,,,78,88,,77,95,80
Hazelcrest PS,2390,Ennis,Rimmer,Male,270169085,8,0,R1,S,G,S,S,G,G,60,61,76,70,83,75,88,78,53,53,,50,74,53,,,,72,74,,78,62,83
Hazelcrest PS,2390,Yule,Heijne,Male,314584279,5,0,R1,G,G,G,G,G,G,B+,B,C+,B,A+,A,A+,,A,A-,,B+,B+,A-,,,B-,B,B,,B,B,B
Hazelcrest PS,2390,Seline,Luxton,Female,846091378,8,0,R1,N,S,N,N,G,S,54,55,72,70,68,73,55,63,62,60,,58,68,55,,,,70,80,,70,60,77
Hazelcrest PS,2390,Brigit,Rooksby,Female,981325542,6,0,R1,G,G,G,G,G,G,C+,B-,B+,B+,B,B+,B,B,B-,C,,B-,B-,B+,,,B+,B+,B,,B,A-,B
Hazelcrest PS,2390,Matt,Laybourne,Male,477397873,4,0,R1,G,G,G,G,G,G,B-,B-,B-,B,B+,B,,,B,B+,,B,B,B+,,,B,B+,B,,A,B+,B
Hazelcrest PS,2390,Neddie,Steanson,Male,373356505,2,0,R1,S,S,S,G,N,N,C-,C-,A-,B+,,,,,C-,B-,C+,B-,B,A,,,A-,B,B,A-,B,,B-
Hazelcrest PS,2390,Alexandre,Breed,Male,637314541,6,0,R1,G,E,G,E,E,G,B,B,B,B+,A+,A+,A,A-,A-,B+,,A-,B+,C,,,A-,B+,B,,A,A,B
Hazelcrest PS,2390,Beryl,Ghio,Female,813647177,3,0,R1,G,G,G,G,S,S,B+,B+,B-,B,,,,,A,A,,A,C+,B,,,A-,B+,A-,B+,B+,,B+
Hazelcrest PS,2390,Trisha,Serjeant,Female,663690623,8,0,R1,E,E,G,E,G,E,90,91,88,87,95,95,98,88,90,90,,87,97,86,,,,87,86,,78,84,87
Hazelcrest PS,2390,Erroll,Jans,Male,852638805,5,0,R1,G,G,E,G,G,S,B-,C+,B-,B,A+,A,A+,,A-,B+,,A,B-,C,,,C,B,B,,B,D-,B+
Hazelcrest PS,2390,Vance,Hamblyn,Male,899195889,7,0,R1,G,G,G,G,G,G,73,74,72,72,98,95,98,95,63,76,,58,71,75,,,,74,82,,94,I,83
Hazelcrest PS,2390,Carmelita,Eunson,Female,170225371,3,0,R1,N,S,N,N,N,S,B,C-,C-,C,,,,,B,C,,B,C,D+,,,C+,C,C,B-,C,,C
Hazelcrest PS,2390,Jens,Popplestone,Male,470486143,5,0,R1,E,E,E,G,G,G,B,B,C+,B,A+,A,A+,,A-,B-,,A-,B+,B,,,B-,B,B-,,A,B+,B
Hazelcrest PS,2390,Oralle,Schule,Female,895376974,7,0,R1,E,E,E,E,E,G,82,84,83,78,83,78,90,85,80,81,,70,75,84,,,,81,85,,85,76,76
Hazelcrest PS,2390,Loleta,Drever,Female,326009665,4,0,R1,E,E,E,E,E,E,B+,B+,A,B+,B-,A-,,,A,B+,,B+,B,A,,,A,B,A,,A,A,A-
Hazelcrest PS,2390,Roma,Gouldbourn,Male,613260545,4,0,R1,E,E,E,E,E,E,A,A,A,A-,A,A,,,A,A,,A,A,A,,,A,A+,B,,A,A,A
Hazelcrest PS,2390,Kippar,Zum Felde,Male,341267570,7,0,R1,E,E,E,E,E,G,86,84,81,85,93,85,95,88,77,78,,90,85,81,,,,82,88,,85,76,74
Hazelcrest PS,2390,Peder,Crowdson,Male,746159270,6,0,R1,S,N,N,S,S,N,I,C-,I,C+,R,R,I,I,B-,B-,,B,B-,C,,,C,C,B,,C,I,B
Hazelcrest PS,2390,Katherine,Rousell,Female,605990935,4,0,R1,G,S,G,G,G,S,C,C,B,C+,A-,B,,,B+,B+,,A,B,B+,,,C+,B,A,,A-,B,B-
Hazelcrest PS,2390,Brynna,Sprosson,Female,302278992,6,0,R1,G,G,G,G,G,S,B-,C+,C+,B-,B+,B+,B+,B-,B+,B+,,A-,B+,C,,,A-,B,B,,A,B,B-
Hazelcrest PS,2390,Paco,Jakubovsky,Male,475603467,5,0,R1,G,G,G,G,G,G,B,C+,B-,B,B+,C+,A,,B+,A-,,A-,B,A-,,,B-,B,B+,,C+,D-,B
Hazelcrest PS,2390,Fina,Bantham,Female,242138944,4,0,R1,G,G,G,G,G,G,C,B-,B+,B+,A+,A+,,,C+,C+,,B+,B,A,,,A,A,B+,,A,B+,B+
Hazelcrest PS,2390,Ceil,Kleis,Female,904493916,7,0,R1,E,G,E,E,E,G,93,90,88,86,95,93,88,93,96,83,,97,90,87,,,,87,83,,86,90,89
Hazelcrest PS,2390,Syd,Torrecilla,Male,823086669,8,0,R1,S,S,S,S,G,S,60,63,78,75,88,78,85,78,58,78,,83,67,76,,,,76,93,,80,78,77
Hazelcrest PS,2390,Rik,Pyott,Male,386578215,7,0,R1,G,G,G,G,S,S,71,67,67,68,75,75,78,75,70,63,,60,77,70,,,,70,68,,80,52,76
Hazelcrest PS,2390,Lorie,Waind,Female,294617809,4,0,R1,S,G,N,N,S,S,C-,B-,C-,C,C,B-,,,C-,C-,,B,C+,C,,,D,B-,B-,I,,C,B-
Hazelcrest PS,2390,Conrado,Cottill,Male,735022987,8,0,R1,S,S,G,G,G,S,71,70,78,70,83,75,90,78,54,74,,58,67,73,,,,87,81,,75,68,88
Hazelcrest PS,2390,Gayle,Dainty,Female,504405232,6,0,R1,N,N,N,N,S,N,D,D+,I,D,C,B+,D,C,D,D+,,D+,D,B-,,,D,C-,C,,D,I,C-
Hazelcrest PS,2390,Blondie,Hatter,Female,928192988,2,0,R1,S,N,N,S,S,S,C-,B,A,A-,,,,,B,B+,B+,B+,A-,A,,,A-,A,A,A,A-,,B
Hazelcrest PS,2390,Anjanette,Feldstein,Female,284801537,5,0,R1,E,E,E,E,E,E,B+,B+,B+,B+,A+,A,A+,,B,A,,A,B,A-,,,B+,B,A,,A-,B+,B
Hazelcrest PS,2390,Milt,Frame,Male,227170664,4,0,R1,G,E,G,S,G,G,B-,B-,B,B,B,B,,,B,B-,,B,B,B,,,A-,A,B,A-,,A,B
Hazelcrest PS,2390,Fletch,Sevin,Male,921482725,7,0,R1,S,S,S,S,S,S,63,64,58,66,65,65,68,73,51,73,,57,53,67,,,,68,85,,70,74,72
Hazelcrest PS,2390,Brian,Huckerbe,Male,542861872,4,0,R1,E,E,E,E,E,E,A,A,A-,A-,A,A,,,A,B+,,B+,A,A,,,A,A+,B+,,A,A,A
Hazelcrest PS,2390,Ado,Franses,Male,457715541,5,0,R1,E,G,G,E,G,G,B+,B+,A-,B+,A,A+,A+,,B,B,,B-,B,B+,,,B,A,B,,A,A,B+
Hazelcrest PS,2390,Lottie,Spykins,Female,564595535,5,0,R1,E,E,E,E,E,E,A-,A,A,A,A+,A,A-,,A,A,,A,A,A,,,A,B,A,,A,A,B+
Hazelcrest PS,2390,Vivian,Simenel,Female,641177077,7,0,R1,E,G,E,E,E,G,91,90,87,84,95,90,90,88,85,97,,75,78,80,,,,88,88,,84,90,88
Hazelcrest PS,2390,Leonid,Arthy,Male,187798092,3,0,R1,N,S,S,N,S,S,B,B-,C-,B+,,,,,D,I,,D,C,I,,,C,B-,B-,A,,B-,B+
Hazelcrest PS,2390,Reidar,Andover,Male,687027780,8,0,R1,G,G,S,S,G,G,68,65,78,75,75,75,88,73,52,65,,68,75,65,,,,80,86,,78,62,80
Hazelcrest PS,2390,Sidney,Cansdall,Male,905380749,1,0,R1,G,G,G,G,G,G,B,B-,B-,B,,,,,B-,,B+,B-,B,B,,,B,B+,B+,B+,A-,,B+
Hazelcrest PS,2390,Gae,Scrine,Female,885442023,6,0,R1,E,E,E,E,E,E,A,A,A,A-,A+,A+,A+,B+,A,A,,A,A,B,,,A-,A-,B,,B+,A,A
Hazelcrest PS,2390,Hatti,Salmons,Female,832543747,1,0,R1,E,E,G,E,E,G,A,A-,A,B+,,,,,A-,,B+,B+,A,A-,,,A-,A-,A,A,A,,A
Hazelcrest PS,2390,Neile,Filipczak,Female,812217812,7,0,R1,E,E,E,E,E,E,94,91,90,94,98,93,98,83,95,98,,94,92,91,,,,92,85,,86,95,87
Hazelcrest PS,2390,Ruthi,Idell,Female,197944957,3,0,R1,G,G,S,G,G,S,B+,B,B,B+,,,,,D+,D,,B-,B,B,,,B+,B+,B-,A+,,A,B-
Hazelcrest PS,2390,Jandy,Inchbald,Female,483184539,3,0,R1,S,G,S,G,S,S,B,B,B+,B,,,,,B,C-,,B+,B,B-,,,B,B+,B,B,B+,,B
Hazelcrest PS,2390,Marieann,Perche,Female,990640761,8,0,R1,S,S,S,S,G,S,70,66,72,75,73,68,78,58,65,68,,50,I,64,,,,78,86,,78,60,83
Hazelcrest PS,2390,Kylila,De Roeck,Female,224551365,5,0,R1,G,G,G,G,G,G,B,C+,B,B,A,B+,A+,,B-,B+,,B-,B,B-,,,C+,B,A-,,B,B-,B
Hazelcrest PS,2390,Nat,Davenall,Male,765013067,8,0,R1,G,G,G,E,G,E,74,73,80,90,83,73,78,83,76,90,,80,82,77,,,,82,95,,80,84,88
Hazelcrest PS,2390,Shellie,Hemphill,Female,828959223,7,0,R1,G,G,G,G,S,S,75,77,67,74,78,75,75,73,79,74,,81,73,77,,,,80,75,,68,I,73
Hazelcrest PS,2390,Miner,Scrowton,Male,579273156,8,0,R1,E,E,E,E,G,E,95,94,88,90,93,90,98,90,90,98,,96,90,92,,,,90,78,,80,90,94
Hazelcrest PS,2390,Dasie,Waistell,Female,447516025,7,0,R1,G,G,G,G,G,G,74,73,78,81,88,85,83,75,81,91,,80,76,82,,,,80,75,,86,74,74
Hazelcrest PS,2390,Liv,Thresher,Female,326767949,3,0,R1,S,S,S,S,S,S,B-,B-,C+,B,,,,,C-,C-,,C,C,C+,,,C-,B,B,B,B,,B
Hazelcrest PS,2390,Gordan,O'Doherty,Male,859445702,7,0,R1,G,G,G,G,G,G,71,67,68,63,88,75,83,73,74,60,,66,64,78,,,,77,75,,80,66,76
Hazelcrest PS,2390,Vanda,Gibbin,Female,205931053,7,0,R1,G,G,G,G,G,G,71,76,76,65,75,73,78,73,64,68,,60,76,70,,,,75,80,,80,64,82
Hazelcrest PS,2390,Bartlett,Iacovazzi,Male,175672887,7,0,R1,E,G,E,E,E,G,93,91,88,82,95,93,95,90,88,80,,83,88,77,,,,86,83,,84,90,87
Hazelcrest PS,2390,Desiree,Hurley,Female,150135897,4,0,R1,E,E,S,G,G,E,A,B-,C,B-,B,B+,,,A,B+,,A-,B+,B-,,,B,A,B+,D-,,B-,B
Hazelcrest PS,2390,Tessy,Anfossi,Female,908922682,5,0,R1,G,G,G,G,G,G,B-,C,B-,B,A-,B+,A+,,B+,A,,A,B,B-,,,B+,B,B,,A,C+,B+
Hazelcrest PS,2390,Dorie,Strickland,Male,870367850,6,0,R1,E,E,E,E,E,E,A,A-,A,A-,A+,A+,A+,A+,A,A,,A,A,B,,,A,A-,B-,,A,A,A+
Hazelcrest PS,2390,Josefa,Brydone,Female,265285235,6,0,R1,G,G,S,S,G,S,B-,C,B+,B-,B+,B,A-,B,B,B-,,B-,C,B+,,,C+,B,C+,,C,D-,B-
Hazelcrest PS,2390,Bord,Pennicard,Male,837645155,6,0,R1,N,S,S,N,G,S,B,C+,B+,B-,B,C,B,B,A,B,,A,C,B+,,,B-,B,C,,C,D-,A-
